229	0
230	0
231	1
232	1
233	0
234	1
235	1
236	1
237	0
238	1
239	1
240	1
241	1
242	1
243	1
244	1
245	0
246	0
247	1
248	1
249	0
250	1
251	1
252	1
253	1
254	0
255	0
256	1
257	1
258	0
259	1
260	1
261	1
262	0
263	1
264	1
265	1
266	1
267	1
268	1
269	1
270	0
271	0
272	1
273	1
274	0
275	1
276	1
277	1
278	1
279	1
280	1
281	0
282	0
283	1
284	1
285	0
286	1
287	1
288	1
289	0
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
300	0
301	0
302	1
303	1
304	0
305	1
306	1
307	1
308	0
309	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	0
321	1
322	1
323	1
324	1
325	0
326	0
327	1
328	1
329	0
330	1
331	1
332	1
333	0
334	1
335	1
336	1
337	1
338	1
339	1
340	0
341	1
342	1
343	1
344	1
345	1
346	1
347	0
348	1
349	1
350	1
351	1
352	0
353	0
354	1
355	1
356	0
357	1
358	1
359	1
360	0
361	1
362	1
363	1
364	1
365	1
366	1
367	1
368	1
369	1
370	1
371	0
372	0
373	1
374	1
375	0
376	1
377	1
378	1
379	0
380	1
381	1
382	1
383	1
384	1
385	1
386	1
387	1
388	1
389	0
390	0
391	1
392	1
393	0
394	1
395	1
396	1
397	1
398	1
399	1
400	1
401	0
402	0
403	1
404	1
405	0
406	1
407	1
408	1
409	0
410	1
411	1
412	1
413	1
414	1
415	1
416	1
417	0
418	0
419	1
420	1
421	0
422	1
423	1
424	1
425	0
426	1
427	1
428	1
429	1
430	1
431	1
432	1
433	1
434	1
435	0
436	1
437	1
438	1
439	1
440	0
441	0
442	1
443	1
444	0
445	1
446	1
447	1
448	0
449	1
450	1
451	1
452	1
453	1
454	1
455	1
456	1
457	1
458	1
459	1
460	1
461	0
462	0
463	1
464	1
465	0
466	1
467	1
468	1
469	0
470	1
471	1
472	1
473	1
474	1
475	1
476	1
477	0
478	0
479	1
480	1
481	0
482	1
483	1
484	1
485	0
486	1
487	1
488	1
489	1
490	1
